wavelength_nm,frequency_normalized,reflection,transmission,residual
620.0,1.020967741935484,0.03374628114731357,0.96625371730761,1.545076400155665e-09
625.0,1.0128,0.03377780612465437,0.966222192342658,1.5326875324461753e-09
