wavelength_nm,transmission_amplitude_real,transmission_amplitude_imag,transmission_phase_rad,transmission_phase_unwrapped_rad
620.0,-1.1816643982677293,-0.06882688401053491,-3.0834126754318683,-3.0834126754318683
625.0,-1.1809105138120506,0.08045208055117546,3.0735705999292975,-3.2096147072502887
